source,question,answer,img_id,question_norm,question_type,answer_type
Instrument,How many instrumnets are in the image?,1,clb0lbx07dq68086u454k95yy,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; center-right; upper-center; upper-left; upper-right,clb0lbx07dq68086u454k95yy,where in the image is the instrument,Location,List
Instrument,Have all polyps been removed?,not relevant,clb0lbx07dq68086u454k95yy,have all polyps been removed,Yes/No,Token
Instrument,Is this finding easy to detect?,not relevant,clb0lbx07dq68086u454k95yy,is this finding easy to detect,Yes/No,Token
Instrument,Is there a green/black box artefact?,no,clb0lbx07dq68086u454k95yy,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,yes,clb0lbx07dq68086u454k95yy,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx07dq68086u454k95yy,what type of procedure is the image taken from,Entity,Token
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx07dq6c086u8q6uf5gq,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,yes,clb0lbx07dq6c086u8q6uf5gq,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx07dq6c086u8q6uf5gq,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,not relevant,clb0lbx07dq6c086u8q6uf5gq,is this finding easy to detect,Yes/No,Token
Instrument,Have all polyps been removed?,not relevant,clb0lbx07dq6c086u8q6uf5gq,have all polyps been removed,Yes/No,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx07dq6c086u8q6uf5gq,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx07dq6c086u8q6uf5gq,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; center-left; lower-center; lower-left; upper-center; upper-left,clb0lbx07dq6c086u8q6uf5gq,where in the image is the instrument,Location,List
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx07dq6g086u5x949cip,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx07dq6g086u5x949cip,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; center-right; lower-center; upper-center; upper-right,clb0lbx07dq6g086u5x949cip,where in the image is the instrument,Location,List
Instrument,Have all polyps been removed?,not relevant,clb0lbx07dq6g086u5x949cip,have all polyps been removed,Yes/No,Token
Instrument,Is this finding easy to detect?,not relevant,clb0lbx07dq6g086u5x949cip,is this finding easy to detect,Yes/No,Token
Instrument,Is there a green/black box artefact?,no,clb0lbx07dq6g086u5x949cip,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,yes,clb0lbx07dq6g086u5x949cip,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx07dq6g086u5x949cip,what type of procedure is the image taken from,Entity,Token
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx07dq6k086ub4wj8dgz,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,no,clb0lbx07dq6k086ub4wj8dgz,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbx07dq6k086ub4wj8dgz,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,not relevant,clb0lbx07dq6k086ub4wj8dgz,is this finding easy to detect,Yes/No,Token
Instrument,Have all polyps been removed?,not relevant,clb0lbx07dq6k086ub4wj8dgz,have all polyps been removed,Yes/No,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx07dq6k086ub4wj8dgz,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx07dq6k086ub4wj8dgz,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; upper-center; upper-left,clb0lbx07dq6k086ub4wj8dgz,where in the image is the instrument,Location,List
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx07dq6o086u3l89663z,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx07dq6o086u3l89663z,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; center-right; lower-center; lower-right; upper-center; upper-right,clb0lbx07dq6o086u3l89663z,where in the image is the instrument,Location,List
Instrument,Have all polyps been removed?,not relevant,clb0lbx07dq6o086u3l89663z,have all polyps been removed,Yes/No,Token
Instrument,Is this finding easy to detect?,not relevant,clb0lbx07dq6o086u3l89663z,is this finding easy to detect,Yes/No,Token
Instrument,Is there a green/black box artefact?,no,clb0lbx07dq6o086u3l89663z,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,yes,clb0lbx07dq6o086u3l89663z,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx07dq6o086u3l89663z,what type of procedure is the image taken from,Entity,Token
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx07dq6w086u2mpzc577,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,yes,clb0lbx07dq6w086u2mpzc577,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbx07dq6w086u2mpzc577,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,not relevant,clb0lbx07dq6w086u2mpzc577,is this finding easy to detect,Yes/No,Token
Instrument,Have all polyps been removed?,not relevant,clb0lbx07dq6w086u2mpzc577,have all polyps been removed,Yes/No,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx07dq6w086u2mpzc577,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx07dq6w086u2mpzc577,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; center-left; upper-center; upper-left,clb0lbx07dq6w086u2mpzc577,where in the image is the instrument,Location,List
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx07dq70086u9pw82y66,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx07dq70086u9pw82y66,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; lower-center; upper-center,clb0lbx07dq70086u9pw82y66,where in the image is the instrument,Location,List
Instrument,Have all polyps been removed?,not relevant,clb0lbx07dq70086u9pw82y66,have all polyps been removed,Yes/No,Token
Instrument,Is this finding easy to detect?,not relevant,clb0lbx07dq70086u9pw82y66,is this finding easy to detect,Yes/No,Token
Instrument,Is there a green/black box artefact?,no,clb0lbx07dq70086u9pw82y66,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,yes,clb0lbx07dq70086u9pw82y66,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx07dq70086u9pw82y66,what type of procedure is the image taken from,Entity,Token
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx07dq74086u3j9z1wr6,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,no,clb0lbx07dq74086u3j9z1wr6,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbx07dq74086u3j9z1wr6,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,not relevant,clb0lbx07dq74086u3j9z1wr6,is this finding easy to detect,Yes/No,Token
Instrument,Have all polyps been removed?,not relevant,clb0lbx07dq74086u3j9z1wr6,have all polyps been removed,Yes/No,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx07dq74086u3j9z1wr6,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx07dq74086u3j9z1wr6,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; upper-center,clb0lbx07dq74086u3j9z1wr6,where in the image is the instrument,Location,List
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx07dq78086u768hb1h8,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx07dq78086u768hb1h8,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; center-left; upper-center; upper-left,clb0lbx07dq78086u768hb1h8,where in the image is the instrument,Location,List
Instrument,Have all polyps been removed?,not relevant,clb0lbx07dq78086u768hb1h8,have all polyps been removed,Yes/No,Token
Instrument,Is this finding easy to detect?,not relevant,clb0lbx07dq78086u768hb1h8,is this finding easy to detect,Yes/No,Token
Instrument,Is there a green/black box artefact?,no,clb0lbx07dq78086u768hb1h8,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,yes,clb0lbx07dq78086u768hb1h8,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx07dq78086u768hb1h8,what type of procedure is the image taken from,Entity,Token
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx08dq7c086u4mcm6bqm,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,yes,clb0lbx08dq7c086u4mcm6bqm,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx08dq7c086u4mcm6bqm,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,not relevant,clb0lbx08dq7c086u4mcm6bqm,is this finding easy to detect,Yes/No,Token
Instrument,Have all polyps been removed?,not relevant,clb0lbx08dq7c086u4mcm6bqm,have all polyps been removed,Yes/No,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx08dq7c086u4mcm6bqm,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx08dq7c086u4mcm6bqm,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; center-right; lower-center; lower-right; upper-center; upper-right,clb0lbx08dq7c086u4mcm6bqm,where in the image is the instrument,Location,List
Instrument,Where in the image is the instrument?,center-left; lower-left; upper-left,clb0lbx08dq7g086u1zxcaxrj,where in the image is the instrument,Location,List
Instrument,How many instrumnets are in the image?,1,clb0lbx08dq7g086u1zxcaxrj,how many instrumnets are in the image,Counting,Numeric
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx08dq7g086u1zxcaxrj,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,Is this finding easy to detect?,not relevant,clb0lbx08dq7g086u1zxcaxrj,is this finding easy to detect,Yes/No,Token
Instrument,Is there a green/black box artefact?,no,clb0lbx08dq7g086u1zxcaxrj,is there a green black box artefact,Yes/No,Yes/No
Instrument,Have all polyps been removed?,not relevant,clb0lbx08dq7g086u1zxcaxrj,have all polyps been removed,Yes/No,Token
Instrument,Is there text?,yes,clb0lbx08dq7g086u1zxcaxrj,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx08dq7g086u1zxcaxrj,what type of procedure is the image taken from,Entity,Token
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx08dq7k086u2a8f7415,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,yes,clb0lbx08dq7k086u2a8f7415,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx08dq7k086u2a8f7415,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,not relevant,clb0lbx08dq7k086u2a8f7415,is this finding easy to detect,Yes/No,Token
Instrument,Have all polyps been removed?,not relevant,clb0lbx08dq7k086u2a8f7415,have all polyps been removed,Yes/No,Token
Instrument,Where in the image is the instrument?,upper-center; upper-left,clb0lbx08dq7k086u2a8f7415,where in the image is the instrument,Location,List
Instrument,How many instrumnets are in the image?,1,clb0lbx08dq7k086u2a8f7415,how many instrumnets are in the image,Counting,Numeric
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx08dq7k086u2a8f7415,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx08dq7o086uhkur9y10,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx08dq7o086uhkur9y10,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; center-left; center-right; lower-center; upper-center; upper-left; upper-right,clb0lbx08dq7o086uhkur9y10,where in the image is the instrument,Location,List
Instrument,Have all polyps been removed?,not relevant,clb0lbx08dq7o086uhkur9y10,have all polyps been removed,Yes/No,Token
Instrument,Is this finding easy to detect?,not relevant,clb0lbx08dq7o086uhkur9y10,is this finding easy to detect,Yes/No,Token
Instrument,Is there a green/black box artefact?,no,clb0lbx08dq7o086uhkur9y10,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,yes,clb0lbx08dq7o086uhkur9y10,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx08dq7o086uhkur9y10,what type of procedure is the image taken from,Entity,Token
