source,question,answer,img_id
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzrdpic086u0w1g8o4w
Instrument,How many instrumnets are in the image?,1,clb0lbwzrdpic086u0w1g8o4w
Instrument,Where in the image is the instrument?,center; center-right; upper-center; upper-right,clb0lbwzrdpic086u0w1g8o4w
Instrument,Have all polyps been removed?,not relevant,clb0lbwzrdpic086u0w1g8o4w
Instrument,Is this finding easy to detect?,not relevant,clb0lbwzrdpic086u0w1g8o4w
Instrument,Is there a green/black box artefact?,no,clb0lbwzrdpic086u0w1g8o4w
Instrument,Is there text?,no,clb0lbwzrdpic086u0w1g8o4w
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzrdpic086u0w1g8o4w
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzrdpig086ufi57c9c6
Instrument,How many instrumnets are in the image?,1,clb0lbwzrdpig086ufi57c9c6
Instrument,Where in the image is the instrument?,center; center-right; lower-center; lower-right,clb0lbwzrdpig086ufi57c9c6
Instrument,How many findings are present?,1,clb0lbwzrdpig086ufi57c9c6
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwzrdpig086ufi57c9c6
Instrument,Have all polyps been removed?,no,clb0lbwzrdpig086ufi57c9c6
Instrument,Is this finding easy to detect?,yes,clb0lbwzrdpig086ufi57c9c6
Instrument,Is there a green/black box artefact?,no,clb0lbwzrdpig086ufi57c9c6
Instrument,Is there text?,yes,clb0lbwzrdpig086ufi57c9c6
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzrdpig086ufi57c9c6
Instrument,What is the size of the polyp?,5-10mm,clb0lbwzrdpig086ufi57c9c6
Instrument,What type of polyp is present?,paris ip,clb0lbwzrdpig086ufi57c9c6
Instrument,What color is the abnormality? If more than one separate with ;,pink; red,clb0lbwzrdpig086ufi57c9c6
Instrument,How many polyps are in the image?,1,clb0lbwzrdpig086ufi57c9c6
Instrument,Where in the image is the abnormality?,center; center-right; lower-center; lower-right,clb0lbwzrdpig086ufi57c9c6
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwzrdpik086uee6hez4n
Instrument,How many instrumnets are in the image?,1,clb0lbwzrdpik086uee6hez4n
Instrument,Where in the image is the instrument?,center; center-right; lower-center; lower-right,clb0lbwzrdpik086uee6hez4n
Instrument,Have all polyps been removed?,not relevant,clb0lbwzrdpik086uee6hez4n
Instrument,Is this finding easy to detect?,not relevant,clb0lbwzrdpik086uee6hez4n
Instrument,Is there a green/black box artefact?,no,clb0lbwzrdpik086uee6hez4n
Instrument,Is there text?,yes,clb0lbwzrdpik086uee6hez4n
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzrdpik086uee6hez4n
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwzrdpio086ubuf1c6c7
Instrument,How many instrumnets are in the image?,1,clb0lbwzrdpio086ubuf1c6c7
Instrument,Where in the image is the instrument?,center; center-right; lower-center; lower-right,clb0lbwzrdpio086ubuf1c6c7
Instrument,Have all polyps been removed?,not relevant,clb0lbwzrdpio086ubuf1c6c7
Instrument,Is this finding easy to detect?,not relevant,clb0lbwzrdpio086ubuf1c6c7
Instrument,Is there text?,yes,clb0lbwzrdpio086ubuf1c6c7
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzrdpio086ubuf1c6c7
Instrument,Is there a green/black box artefact?,no,clb0lbwzrdpio086ubuf1c6c7
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzrdpis086ue13y8wr4
Instrument,Is there text?,yes,clb0lbwzrdpis086ue13y8wr4
Instrument,Is there a green/black box artefact?,no,clb0lbwzrdpis086ue13y8wr4
Instrument,Is this finding easy to detect?,not relevant,clb0lbwzrdpis086ue13y8wr4
Instrument,Have all polyps been removed?,not relevant,clb0lbwzrdpis086ue13y8wr4
Instrument,Where in the image is the instrument?,center; upper-center,clb0lbwzrdpis086ue13y8wr4
Instrument,How many instrumnets are in the image?,1,clb0lbwzrdpis086ue13y8wr4
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzrdpis086ue13y8wr4
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzrdpiw086u8mnk4xeu
Instrument,How many instrumnets are in the image?,1,clb0lbwzrdpiw086u8mnk4xeu
Instrument,Where in the image is the instrument?,lower-right,clb0lbwzrdpiw086u8mnk4xeu
Instrument,How many findings are present?,1,clb0lbwzrdpiw086u8mnk4xeu
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwzrdpiw086u8mnk4xeu
Instrument,Have all polyps been removed?,no,clb0lbwzrdpiw086u8mnk4xeu
Instrument,Is this finding easy to detect?,yes,clb0lbwzrdpiw086u8mnk4xeu
Instrument,Is there a green/black box artefact?,yes,clb0lbwzrdpiw086u8mnk4xeu
Instrument,Is there text?,yes,clb0lbwzrdpiw086u8mnk4xeu
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzrdpiw086u8mnk4xeu
Instrument,What is the size of the polyp?,11-20mm,clb0lbwzrdpiw086u8mnk4xeu
Instrument,What type of polyp is present?,paris ip,clb0lbwzrdpiw086u8mnk4xeu
Instrument,What color is the abnormality? If more than one separate with ;,blue; grey,clb0lbwzrdpiw086u8mnk4xeu
Instrument,How many polyps are in the image?,1,clb0lbwzrdpiw086u8mnk4xeu
Instrument,Where in the image is the abnormality?,center; center-right; lower-center; lower-right,clb0lbwzrdpiw086u8mnk4xeu
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzrdpj0086uc9hb1xud
Instrument,How many instrumnets are in the image?,1,clb0lbwzrdpj0086uc9hb1xud
Instrument,Where in the image is the instrument?,center; center-right; upper-center; upper-right,clb0lbwzrdpj0086uc9hb1xud
Instrument,How many findings are present?,1,clb0lbwzrdpj0086uc9hb1xud
Instrument,Have all polyps been removed?,not relevant,clb0lbwzrdpj0086uc9hb1xud
Instrument,Is this finding easy to detect?,not relevant,clb0lbwzrdpj0086uc9hb1xud
Instrument,Is there a green/black box artefact?,no,clb0lbwzrdpj0086uc9hb1xud
Instrument,Is there text?,no,clb0lbwzrdpj0086uc9hb1xud
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzrdpj0086uc9hb1xud
Instrument,Are there any instruments in the image? Check all that are present.,metal clip; tube,clb0lbwzsdpj8086udmdy919l
Instrument,How many instrumnets are in the image?,1,clb0lbwzsdpj8086udmdy919l
Instrument,Where in the image is the instrument?,center; center-right; lower-center; lower-right,clb0lbwzsdpj8086udmdy919l
Instrument,Have all polyps been removed?,not relevant,clb0lbwzsdpj8086udmdy919l
Instrument,Is this finding easy to detect?,not relevant,clb0lbwzsdpj8086udmdy919l
Instrument,Is there a green/black box artefact?,no,clb0lbwzsdpj8086udmdy919l
Instrument,Is there text?,yes,clb0lbwzsdpj8086udmdy919l
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzsdpj8086udmdy919l
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzsdpjc086ufx7l45k9
Instrument,How many instrumnets are in the image?,1,clb0lbwzsdpjc086ufx7l45k9
Instrument,Where in the image is the instrument?,center; center-right; lower-center; lower-right,clb0lbwzsdpjc086ufx7l45k9
Instrument,Have all polyps been removed?,not relevant,clb0lbwzsdpjc086ufx7l45k9
Instrument,Is this finding easy to detect?,not relevant,clb0lbwzsdpjc086ufx7l45k9
Instrument,Is there a green/black box artefact?,no,clb0lbwzsdpjc086ufx7l45k9
Instrument,Is there text?,yes,clb0lbwzsdpjc086ufx7l45k9
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzsdpjc086ufx7l45k9
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzsdpjg086u2y2s3f2l
Instrument,Is there text?,no,clb0lbwzsdpjg086u2y2s3f2l
Instrument,Is there a green/black box artefact?,no,clb0lbwzsdpjg086u2y2s3f2l
Instrument,Is this finding easy to detect?,not relevant,clb0lbwzsdpjg086u2y2s3f2l
Instrument,Have all polyps been removed?,not relevant,clb0lbwzsdpjg086u2y2s3f2l
Instrument,Where in the image is the instrument?,center; center-right; lower-center; lower-left; upper-left,clb0lbwzsdpjg086u2y2s3f2l
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzsdpjg086u2y2s3f2l
Instrument,How many instrumnets are in the image?,1,clb0lbwzsdpjg086u2y2s3f2l
Instrument,Are there any instruments in the image? Check all that are present.,metal clip; tube,clb0lbwzsdpjk086u7mzo6gnv
Instrument,How many instrumnets are in the image?,3,clb0lbwzsdpjk086u7mzo6gnv
Instrument,Where in the image is the instrument?,center; center-right; lower-right; upper-right,clb0lbwzsdpjk086u7mzo6gnv
Instrument,How many findings are present?,4,clb0lbwzsdpjk086u7mzo6gnv
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwzsdpjk086u7mzo6gnv
Instrument,Have all polyps been removed?,no,clb0lbwzsdpjk086u7mzo6gnv
Instrument,Is this finding easy to detect?,yes,clb0lbwzsdpjk086u7mzo6gnv
Instrument,Is there a green/black box artefact?,yes,clb0lbwzsdpjk086u7mzo6gnv
Instrument,Is there text?,yes,clb0lbwzsdpjk086u7mzo6gnv
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzsdpjk086u7mzo6gnv
Instrument,What is the size of the polyp?,5-10mm,clb0lbwzsdpjk086u7mzo6gnv
Instrument,What type of polyp is present?,paris ip,clb0lbwzsdpjk086u7mzo6gnv
Instrument,What color is the abnormality? If more than one separate with ;,red; pink,clb0lbwzsdpjk086u7mzo6gnv
Instrument,How many polyps are in the image?,1,clb0lbwzsdpjk086u7mzo6gnv
Instrument,Where in the image is the abnormality?,center; center-right; lower-center; lower-right,clb0lbwzsdpjk086u7mzo6gnv
Instrument,Are there any instruments in the image? Check all that are present.,metal clip; tube,clb0lbwzsdpjo086uhpor121w
Instrument,How many instrumnets are in the image?,2,clb0lbwzsdpjo086uhpor121w
Instrument,Where in the image is the instrument?,center; center-right; lower-center; lower-right,clb0lbwzsdpjo086uhpor121w
Instrument,How many findings are present?,2,clb0lbwzsdpjo086uhpor121w
Instrument,Have all polyps been removed?,not relevant,clb0lbwzsdpjo086uhpor121w
Instrument,Is this finding easy to detect?,yes,clb0lbwzsdpjo086uhpor121w
Instrument,Is there a green/black box artefact?,no,clb0lbwzsdpjo086uhpor121w
Instrument,Is there text?,no,clb0lbwzsdpjo086uhpor121w
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzsdpjo086uhpor121w
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzsdpjs086u9vj3axnk
Instrument,How many instrumnets are in the image?,1,clb0lbwzsdpjs086u9vj3axnk
Instrument,Where in the image is the instrument?,center; upper-center,clb0lbwzsdpjs086u9vj3axnk
Instrument,How many findings are present?,1,clb0lbwzsdpjs086u9vj3axnk
Instrument,Have all polyps been removed?,not relevant,clb0lbwzsdpjs086u9vj3axnk
Instrument,Is this finding easy to detect?,yes,clb0lbwzsdpjs086u9vj3axnk
Instrument,Is there a green/black box artefact?,no,clb0lbwzsdpjs086u9vj3axnk
Instrument,Is there text?,no,clb0lbwzsdpjs086u9vj3axnk
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzsdpjs086u9vj3axnk
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzsdpjw086ueyllhvw2
Instrument,How many instrumnets are in the image?,1,clb0lbwzsdpjw086ueyllhvw2
Instrument,Where in the image is the instrument?,center; upper-center; upper-right,clb0lbwzsdpjw086ueyllhvw2
Instrument,How many findings are present?,1,clb0lbwzsdpjw086ueyllhvw2
Instrument,Have all polyps been removed?,not relevant,clb0lbwzsdpjw086ueyllhvw2
Instrument,Is this finding easy to detect?,yes,clb0lbwzsdpjw086ueyllhvw2
Instrument,Is there a green/black box artefact?,no,clb0lbwzsdpjw086ueyllhvw2
Instrument,Is there text?,yes,clb0lbwzsdpjw086ueyllhvw2
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzsdpjw086ueyllhvw2
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzsdpk0086u5y5udq7d
Instrument,How many instrumnets are in the image?,1,clb0lbwzsdpk0086u5y5udq7d
Instrument,Where in the image is the instrument?,center; lower-center,clb0lbwzsdpk0086u5y5udq7d
Instrument,How many findings are present?,2,clb0lbwzsdpk0086u5y5udq7d
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwzsdpk0086u5y5udq7d
Instrument,Have all polyps been removed?,no,clb0lbwzsdpk0086u5y5udq7d
Instrument,Is this finding easy to detect?,yes,clb0lbwzsdpk0086u5y5udq7d
Instrument,Is there a green/black box artefact?,no,clb0lbwzsdpk0086u5y5udq7d
Instrument,Is there text?,yes,clb0lbwzsdpk0086u5y5udq7d
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzsdpk0086u5y5udq7d
Instrument,What is the size of the polyp?,5-10mm,clb0lbwzsdpk0086u5y5udq7d
Instrument,What type of polyp is present?,paris ip,clb0lbwzsdpk0086u5y5udq7d
Instrument,What color is the abnormality? If more than one separate with ;,red; pink; white,clb0lbwzsdpk0086u5y5udq7d
Instrument,How many polyps are in the image?,1,clb0lbwzsdpk0086u5y5udq7d
Instrument,Where in the image is the abnormality?,center-right; lower-right,clb0lbwzsdpk0086u5y5udq7d
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzsdpk4086u268z8ssn
Instrument,How many instrumnets are in the image?,1,clb0lbwzsdpk4086u268z8ssn
Instrument,Where in the image is the instrument?,center; lower-center; lower-right,clb0lbwzsdpk4086u268z8ssn
Instrument,How many findings are present?,1,clb0lbwzsdpk4086u268z8ssn
Instrument,Have all polyps been removed?,not relevant,clb0lbwzsdpk4086u268z8ssn
Instrument,Is this finding easy to detect?,yes,clb0lbwzsdpk4086u268z8ssn
Instrument,Is there a green/black box artefact?,yes,clb0lbwzsdpk4086u268z8ssn
Instrument,Is there text?,no,clb0lbwzsdpk4086u268z8ssn
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzsdpk4086u268z8ssn
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzsdpk8086ufmsrehdc
Instrument,How many instrumnets are in the image?,1,clb0lbwzsdpk8086ufmsrehdc
Instrument,Where in the image is the instrument?,lower-center,clb0lbwzsdpk8086ufmsrehdc
Instrument,How many findings are present?,2,clb0lbwzsdpk8086ufmsrehdc
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwzsdpk8086ufmsrehdc
Instrument,Have all polyps been removed?,no,clb0lbwzsdpk8086ufmsrehdc
Instrument,Is this finding easy to detect?,yes,clb0lbwzsdpk8086ufmsrehdc
Instrument,Is there a green/black box artefact?,yes,clb0lbwzsdpk8086ufmsrehdc
Instrument,Is there text?,yes,clb0lbwzsdpk8086ufmsrehdc
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzsdpk8086ufmsrehdc
Instrument,What is the size of the polyp?,5-10mm,clb0lbwzsdpk8086ufmsrehdc
Instrument,What type of polyp is present?,paris ip,clb0lbwzsdpk8086ufmsrehdc
Instrument,What color is the abnormality? If more than one separate with ;,red; pink,clb0lbwzsdpk8086ufmsrehdc
Instrument,How many polyps are in the image?,1,clb0lbwzsdpk8086ufmsrehdc
Instrument,Where in the image is the abnormality?,center; lower-center,clb0lbwzsdpk8086ufmsrehdc
Instrument,Are there any instruments in the image? Check all that are present.,metal clip,clb0lbwzsdpkc086u3g6mcfd5
Instrument,How many instrumnets are in the image?,1,clb0lbwzsdpkc086u3g6mcfd5
Instrument,Where in the image is the instrument?,center; lower-center,clb0lbwzsdpkc086u3g6mcfd5
Instrument,How many findings are present?,2,clb0lbwzsdpkc086u3g6mcfd5
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwzsdpkc086u3g6mcfd5
Instrument,Have all polyps been removed?,no,clb0lbwzsdpkc086u3g6mcfd5
Instrument,Is this finding easy to detect?,yes,clb0lbwzsdpkc086u3g6mcfd5
Instrument,Is there a green/black box artefact?,yes,clb0lbwzsdpkc086u3g6mcfd5
Instrument,Is there text?,yes,clb0lbwzsdpkc086u3g6mcfd5
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzsdpkc086u3g6mcfd5
Instrument,What is the size of the polyp?,5-10mm,clb0lbwzsdpkc086u3g6mcfd5
Instrument,What type of polyp is present?,paris ip,clb0lbwzsdpkc086u3g6mcfd5
Instrument,What color is the abnormality? If more than one separate with ;,red; pink,clb0lbwzsdpkc086u3g6mcfd5
Instrument,How many polyps are in the image?,1,clb0lbwzsdpkc086u3g6mcfd5
Instrument,Where in the image is the abnormality?,center; lower-center,clb0lbwzsdpkc086u3g6mcfd5
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwztdpkg086ubdxv8i25
Instrument,How many instrumnets are in the image?,1,clb0lbwztdpkg086ubdxv8i25
Instrument,Where in the image is the instrument?,center-right; lower-center; lower-right; upper-right,clb0lbwztdpkg086ubdxv8i25
Instrument,How many findings are present?,1,clb0lbwztdpkg086ubdxv8i25
Instrument,Have all polyps been removed?,not relevant,clb0lbwztdpkg086ubdxv8i25
Instrument,Is this finding easy to detect?,yes,clb0lbwztdpkg086ubdxv8i25
Instrument,Is there a green/black box artefact?,no,clb0lbwztdpkg086ubdxv8i25
Instrument,Is there text?,yes,clb0lbwztdpkg086ubdxv8i25
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwztdpkg086ubdxv8i25
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwztdpkk086uesyw2zvn
Instrument,How many instrumnets are in the image?,1,clb0lbwztdpkk086uesyw2zvn
