source,question,answer,img_id,question_type,question_norm,answer_type
Instrument,How many instrumnets are in the image?,1,clb0lbwz4dor8086u8fvi399d,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the abnormality?,center,clb0lbwz4dor8086u8fvi399d,Location,where in the image is the abnormality,Token
Instrument,Where in the image is the instrument?,lower-center,clb0lbwz4dor8086u8fvi399d,Location,where in the image is the instrument,Token
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz4dorc086u9cehhyoc,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwz4dorc086u9cehhyoc,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,no,clb0lbwz4dorc086u9cehhyoc,Yes/No,have all polyps been removed,Yes/No
Instrument,Is this finding easy to detect?,no,clb0lbwz4dorc086u9cehhyoc,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbwz4dorc086u9cehhyoc,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,yes,clb0lbwz4dorc086u9cehhyoc,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz4dorc086u9cehhyoc,Entity,what type of procedure is the image taken from,Token
Instrument,What is the size of the polyp?,5-10mm,clb0lbwz4dorc086u9cehhyoc,Entity,what is the size of the polyp,Token
Instrument,What type of polyp is present?,paris ip,clb0lbwz4dorc086u9cehhyoc,Entity,what type of polyp is present,Token
Instrument,What color is the abnormality? If more than one separate with ;,red; pink; orange,clb0lbwz4dorc086u9cehhyoc,Color,what color is the abnormality? if more than one separate with ;,List
Instrument,How many findings are present?,2,clb0lbwz4dorc086u9cehhyoc,Counting,how many findings are present,Numeric
Instrument,How many polyps are in the image?,1,clb0lbwz4dorc086u9cehhyoc,Counting,how many polyps are in the image,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz4dorc086u9cehhyoc,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the abnormality?,center; upper-center,clb0lbwz4dorc086u9cehhyoc,Location,where in the image is the abnormality,List
Instrument,Where in the image is the instrument?,lower-center,clb0lbwz4dorc086u9cehhyoc,Location,where in the image is the instrument,Token
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz4dorg086ud6nqbukp,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwz4dorg086ud6nqbukp,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,no,clb0lbwz4dorg086ud6nqbukp,Yes/No,have all polyps been removed,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbwz4dorg086ud6nqbukp,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbwz4dorg086ud6nqbukp,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,yes,clb0lbwz4dorg086ud6nqbukp,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz4dorg086ud6nqbukp,Entity,what type of procedure is the image taken from,Token
Instrument,What is the size of the polyp?,5-10mm,clb0lbwz4dorg086ud6nqbukp,Entity,what is the size of the polyp,Token
Instrument,What type of polyp is present?,paris ip,clb0lbwz4dorg086ud6nqbukp,Entity,what type of polyp is present,Token
Instrument,What color is the abnormality? If more than one separate with ;,red; pink; yellow,clb0lbwz4dorg086ud6nqbukp,Color,what color is the abnormality? if more than one separate with ;,List
Instrument,How many findings are present?,2,clb0lbwz4dorg086ud6nqbukp,Counting,how many findings are present,Numeric
Instrument,How many polyps are in the image?,1,clb0lbwz4dorg086ud6nqbukp,Counting,how many polyps are in the image,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz4dorg086ud6nqbukp,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the abnormality?,center; lower-center,clb0lbwz4dorg086ud6nqbukp,Location,where in the image is the abnormality,List
Instrument,Where in the image is the instrument?,lower-center,clb0lbwz4dorg086ud6nqbukp,Location,where in the image is the instrument,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwz4dork086uaoi03vs2,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,no,clb0lbwz4dork086uaoi03vs2,Yes/No,have all polyps been removed,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbwz4dork086uaoi03vs2,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbwz4dork086uaoi03vs2,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,no,clb0lbwz4dork086uaoi03vs2,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz4dork086uaoi03vs2,Entity,what type of procedure is the image taken from,Token
Instrument,What is the size of the polyp?,11-20mm,clb0lbwz4dork086uaoi03vs2,Entity,what is the size of the polyp,Token
Instrument,What type of polyp is present?,paris ip,clb0lbwz4dork086uaoi03vs2,Entity,what type of polyp is present,Token
Instrument,What color is the abnormality? If more than one separate with ;,pink; red,clb0lbwz4dork086uaoi03vs2,Color,what color is the abnormality? if more than one separate with ;,List
Instrument,How many findings are present?,3,clb0lbwz4dork086uaoi03vs2,Counting,how many findings are present,Numeric
Instrument,How many polyps are in the image?,2,clb0lbwz4dork086uaoi03vs2,Counting,how many polyps are in the image,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz4dork086uaoi03vs2,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the abnormality?,center; center-right; lower-center; lower-right; upper-center; upper-right,clb0lbwz4dork086uaoi03vs2,Location,where in the image is the abnormality,List
Instrument,Where in the image is the instrument?,lower-center; lower-right,clb0lbwz4dork086uaoi03vs2,Location,where in the image is the instrument,List
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz4dork086uaoi03vs2,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz4doro086ua6fxbql5,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwz4doro086ua6fxbql5,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,no,clb0lbwz4doro086ua6fxbql5,Yes/No,have all polyps been removed,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbwz4doro086ua6fxbql5,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbwz4doro086ua6fxbql5,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,yes,clb0lbwz4doro086ua6fxbql5,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz4doro086ua6fxbql5,Entity,what type of procedure is the image taken from,Token
Instrument,What is the size of the polyp?,5-10mm,clb0lbwz4doro086ua6fxbql5,Entity,what is the size of the polyp,Token
Instrument,What type of polyp is present?,paris ip,clb0lbwz4doro086ua6fxbql5,Entity,what type of polyp is present,Token
Instrument,What color is the abnormality? If more than one separate with ;,pink; purple,clb0lbwz4doro086ua6fxbql5,Color,what color is the abnormality? if more than one separate with ;,List
Instrument,How many findings are present?,2,clb0lbwz4doro086ua6fxbql5,Counting,how many findings are present,Numeric
Instrument,How many polyps are in the image?,1,clb0lbwz4doro086ua6fxbql5,Counting,how many polyps are in the image,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz4doro086ua6fxbql5,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the abnormality?,lower-center; lower-right,clb0lbwz4doro086ua6fxbql5,Location,where in the image is the abnormality,List
Instrument,Where in the image is the instrument?,lower-center; lower-right,clb0lbwz4doro086ua6fxbql5,Location,where in the image is the instrument,List
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz4dors086u3ycpgtti,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwz4dors086u3ycpgtti,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,no,clb0lbwz4dors086u3ycpgtti,Yes/No,have all polyps been removed,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbwz4dors086u3ycpgtti,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbwz4dors086u3ycpgtti,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,yes,clb0lbwz4dors086u3ycpgtti,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz4dors086u3ycpgtti,Entity,what type of procedure is the image taken from,Token
Instrument,What is the size of the polyp?,11-20mm;>20mm,clb0lbwz4dors086u3ycpgtti,Entity,what is the size of the polyp,List
Instrument,What color is the abnormality? If more than one separate with ;,pink; yellow; purple,clb0lbwz4dors086u3ycpgtti,Color,what color is the abnormality? if more than one separate with ;,List
Instrument,How many findings are present?,5,clb0lbwz4dors086u3ycpgtti,Counting,how many findings are present,Numeric
Instrument,How many polyps are in the image?,4,clb0lbwz4dors086u3ycpgtti,Counting,how many polyps are in the image,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz4dors086u3ycpgtti,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; upper-center; upper-left; upper-right,clb0lbwz4dors086u3ycpgtti,Location,where in the image is the abnormality,List
Instrument,Where in the image is the instrument?,lower-center,clb0lbwz4dors086u3ycpgtti,Location,where in the image is the instrument,Token
Instrument,Where in the image is the instrument?,lower-right,clb0lbwz4dorw086ucikjguze,Location,where in the image is the instrument,Token
Instrument,Where in the image is the abnormality?,center; center-right; lower-center; lower-right; upper-center; upper-right,clb0lbwz4dorw086ucikjguze,Location,where in the image is the abnormality,List
Instrument,How many instrumnets are in the image?,1,clb0lbwz4dorw086ucikjguze,Counting,how many instrumnets are in the image,Numeric
Instrument,How many polyps are in the image?,1,clb0lbwz4dorw086ucikjguze,Counting,how many polyps are in the image,Numeric
Instrument,How many findings are present?,2,clb0lbwz4dorw086ucikjguze,Counting,how many findings are present,Numeric
Instrument,What color is the abnormality? If more than one separate with ;,pink; purple; white,clb0lbwz4dorw086ucikjguze,Color,what color is the abnormality? if more than one separate with ;,List
Instrument,What type of polyp is present?,paris ip,clb0lbwz4dorw086ucikjguze,Entity,what type of polyp is present,Token
Instrument,What is the size of the polyp?,>20mm,clb0lbwz4dorw086ucikjguze,Entity,what is the size of the polyp,Token
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz4dorw086ucikjguze,Entity,what type of procedure is the image taken from,Token
Instrument,Is there text?,yes,clb0lbwz4dorw086ucikjguze,Yes/No,is there text,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbwz4dorw086ucikjguze,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbwz4dorw086ucikjguze,Yes/No,is this finding easy to detect,Yes/No
Instrument,Have all polyps been removed?,no,clb0lbwz4dorw086ucikjguze,Yes/No,have all polyps been removed,Yes/No
Instrument,Are there any instruments in the image? Check all that are present.,polyp snare; tube,clb0lbwz4dorw086ucikjguze,Yes/No,are there any instruments in the image? check all that are present,List
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz4dorw086ucikjguze,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz5dos0086u617xg3c6,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Are there any instruments in the image? Check all that are present.,polyp snare; tube,clb0lbwz5dos0086u617xg3c6,Yes/No,are there any instruments in the image? check all that are present,List
Instrument,Have all polyps been removed?,no,clb0lbwz5dos0086u617xg3c6,Yes/No,have all polyps been removed,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbwz5dos0086u617xg3c6,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbwz5dos0086u617xg3c6,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,no,clb0lbwz5dos0086u617xg3c6,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz5dos0086u617xg3c6,Entity,what type of procedure is the image taken from,Token
